video_id,datetime,title,transcript
lMvUg84HbFg,2024-06-06T12:00:46Z,Who Else Has Done Something Like This? 😂 | The Big Bang Theory #shorts,hie leave your brother's dirty diaper alone put that down that is not a hat that is not a hat okay everybody in the sink bad news hoe I'm going to be stuck at work for a while oh that's terrible hang in there I'll be home as soon as I can he deserves better
iPOPeAMqQKs,2024-06-05T20:00:23Z,Stuart Flirts With the Spanish-Speaking Nannies | The Big Bang Theory,bye my babies I love you we love you too mommy yeah don't do that we're a de hi where are you off to El par El par learning Spanish so I could talk to the other nannies how's that going Bueno good oh no bueno hola how you ladies doing raise your hands if you're Bueno Mi Stewart bloom [Applause] [Music]
v93CTdPw8DM,2024-06-05T17:00:43Z,Bernadette Plays &#39;Fortnite&#39; | The Big Bang Theory,I see your ramp I'm coming for you you could try but gotcha son of a  want to play again no Howard what I make more money than you you got yourself a good one there buddy see you I see you and boom gotcha how's it feel Penny like I don't care at all wrong it feels bad because you lost and I won woo what a rush all right can we go eat now hell yeah hey how's it going boom okay I'm I'm going to drive [Music]
dzIVFNa00tI,2024-06-05T12:00:41Z,Penny Can&#39;t Be Poached 🙅 | The Big Bang Theory #shorts,why don't I just give you a number and see what you think o are are you going to write it on a napkin and slide it over to me no I was just going to say it a do you want me to write it on a napkin and slide it over to you yeah you got it Danny you rat bastard what I'm just making your friend an offer yeah he's writing it on a napkin like in the movies that's not an offer do you know how amazing this girl is oh you think I'm amazing stay out of this I'm serious not only is she a hell of a salesperson she's the hardest worker I've ever seen I know that's why I'm trying to steal her from you well then you're going to have to do a lot better than this because I promise you I'm not going to let her go without a fight you do not want that she's a biter just think about it you know I don't have to thanks but I'm happy where I am let's go can I just see what he wrote on the napkin what napkin
H0lHqTr4oCM,2024-06-04T17:00:08Z,Raj Hears Leonard In Trouble | The Big Bang Theory,this is the list of the papers we need to pull why don't we split up you take half I take half I don't know it's pretty creepy down here maybe we should stay together Raj it's just a library you could say that about anything it's just a cemetery it's just a haunted house it's just a bortle to Hell fine how about we split up but we stay in constant communication with each other yeah thank you Leonard still here okay lard still here okay Leonard [Music] Leonard oh God too much DUS [Music]
67y0bg_rzdc,2024-06-04T12:00:07Z,The Most Shocking Moment In the Entire Series 😱 | The Big Bang Theory #shorts,Amy is the one constant I can count on and now she's changing it's just a haircut and some clothes no it's the last straw I can't take [Music] anymore can you believe it they finally fixed the elevator
RJvzFKtF45w,2024-06-03T20:00:08Z,The Bat Signal | The Big Bang Theory,but why do they still call Batman using the bat signal wouldn't it just be like easier to text him the bat signal isn't just to alert Batman it's also to strike fear in the hearts of his enemies and let them know he's coming sort of like Sheldon's knock comparing me to Batman I'll take it if we don't do anything how long do you think they'll talk about Batman well I've known them for 11 years so 11 years I believe they do text him the the bats signal is linked to his phone via Bluetooth has that been in the comics no it's just what I believe
oK8cHxOESE0,2024-06-03T17:00:36Z,Amy Finally Breaks Down | The Big Bang Theory,hi can I do anything no I could make you some tea I could sing Soft Kitt I don't understand how you're not more upset by this this is your paper too I am upset Sheldon just trying to hold it together for you like when that goose wouldn't leave us alone at brunch that thing scared you too well of course it did I was wearing a down jacket well I don't need you to pretend to be okay for me if anything that makes it worse fine I'm not okay we came up with this idea at our wedding we poured months of Our Lives into it I thought we were changing the course of Science and now it's all gone I'm devastated I was wrong that makes it worse go back to being happy w [Music]
f5u1ruhNyA0,2024-06-03T14:00:27Z,Memorable Bernadette Moments (Season 4) | The Big Bang Theory,Absalon hath kissed her Nea Nicholas is scalded in the to this tale is done and God save all the RO what the hell was that bernardette dared me to tell a dirty story The Miller's tale by choser is the dirtiest story I know it would have been hidden in sock drawers if people in the 14th century had worn socks I thought it was pretty spicy especially the part where he kisses her nethera you might not like it as much if you knew what nether yaa meant hint if one cares about hygiene one ought not be kissing it okay my turn Kenny Truth or Dare truth why are you still hanging out with Leonard so much even though you broke up with him oh that's an excellent question for two people who claim to be no longer pair bonded you spend an inordinate amount of time in each other's company yeah dare I don't believe the rules allow for an ex poost facto option change yeah okay look just because we're not seeing each other anymore doesn't mean we can't be friends I mean Leonard's a great guy then why did you terminate your relationship with him I don't know he got really serious and I wasn't ready for it interesting how will you react if in the future you become ready for it and Leonard is unavailable because another woman has realized that he is to use your words a great guy you can only ask one question that one you know what I don't want to play anymore well I'm not sure how this is scored but I believe we may have won been more than years since I've even kissed a girl what about that hookup at Comic Con you told me about no grow up I was lying a lie all the time nobody wants to kiss me poor poor thing Raj you have to know you're a wonderful man there are a lot of girls out there who want to kiss you where you just have to look [Music] [Applause] well this was fun my God Glen great to see you are you here for the conference yeah I'm doing a global warming panel oh good for you oh Glenn is my boyfriend Howard nice to meet you hi ow hi you're a lucky man Bernie's a great gal yes Bernie sure is well I got a run the panel's tomorrow morning it's called remembering snow look back I'll try to catch it oh great bye bye hey Bernie yeah please tell me he's your gay cousin no he was one of my professors in college oh well that's a relief then we went out for a year come on let's check in so we can take that nap no it's not necessarily proportional shut up so this Glenn guy you say you went out with him for like a year do we really need to talk about my old boyfriend now oh I guess not what is he like 64 65 67 probably has a hard time finding a suit that fits is something bothering you no it's just what I'm just thinking if you had sex with that guy I mean there's nothing I can do here that will make any kind of impact hard it's not a contest I love you I want to be with you yeah great love you too but if it were a contest I wouldn't have a chance right you can't think that way yep loser Lord stop it sorry I just never figured that a guy like me going out with a girl like you would ever have to compete with a guy like that wait a minute a girl like me what's that mean are you saying you don't think I'm hot enough to go out with a guy like Glenn no no I'm saying exactly the opposite I'm too hot to go out with a guy like Glenn yeah let's go with that all right and we'll begin with opening remarks Miss roson Kowski would you like to start us off by discussing your assessment of science's responsibility to society sure I think all branches of science have to move cautiously these days it's not just giant nuclear weapons that can destroy the world as a microbiologist I can tell you even the tiniest organisms can still tear you a new one interesting I think what you might need to know about my colleague is that though she claims her field of interest is Tiny organisms she certainly has spent her fair share of time around what we can assume was pretty massive Weaponry I think Mr walowitz needs to keep in mind that the past is the past but he should know that I am the kind of girl who could get all the giant missiles she wants Dr kraal would you care to join the conversation certainly I'd like to raise two points number one I think they are talking about penises and number two these mimosas are kicking my little brown ass I'd like to kick your little brown ass what did I do oh I don't know maybe when you walk into a hotel room and you see a guy getting back together with his girlfriend you should consider doing something other than crawling into the adjoining bed I did you said no Bridget Jones we weren't getting back together it was a one-time thing excuse me we're not taking comments or questions from the audience just yet oh shut up Sheldon all right why don't we see if we can bring this back to topic let me ask you something Bernie I guess not how would you feel if you met my ex-girlfriend and she was like Angelina Jolie oh come on Howard be realistic what I'm not hot enough for Angelina Jolie I'd like to we in here no all right why don't we open it up to Q&A from the audience yeah I have a question is there anybody who can get me the hell out of here and back to Los Angeles tonight I'm driving back to LA tonight Penny that's Glenn Glenn that's Penny no okay Raj I know you've been avoiding me and Howard and I'm not leaving until you tell me what's going on inside that little head of [Music] yours like the wild elephant I am jumpering my love for you like a hidden flower my sweet fragrance comes into [Music] you my heart burns for you like the Sun at new my desert well you like rain you are my heart my universe you are my heart my universe my universe you are my my heart my universe you are my heart my universe you are my heart my universe my [Music] universe D number aside I'm so not gay me or your mother uh wrong answer no wait he didn't let me finish I'm listening I Choose You really yep moved out of my mother's house and cord is cut I'm all yours what did she say when you told her I don't know she hasn't responded to my email yet this is so great I love you Howard I love you too so what's for dinner um well I don't really have much of anything in the house that's fine why don't we go fool around in our bedroom and then you can go shopping you know what would make this moment perfect what a little snack you got any string cheese no I I might have some cheddar not as good you can't make strings with it remind me to put it on your shopping list okay do you have hypoallergenic detergent no better put it on the list if you wash my underwear with regular soap I get little red bumps on myus wait a second I'm doing your laundry well honey it's not going to do itself oh before I forget tomorrow morning you're driving me to the dentist I have to take you you don't have to take me you get to take me oh wait a minute are you telling me your mother usually takes you to the dentist it's not weird there's lots of kids there with their moms I can't believe this what it's fun if I have no cavities afterwards we go for a treat all right Howard let's get something straight right now I'm not going to be your mother whoa whoa whoa where did that come from last weekend priia took Leonard rollerblading at the beach can you believe that I feel like I'm supposed to say that but I don't have enough information I am the one who spent two years trying to get him to even go to the beach in the first place he was so phobic about stepping on medical waste I had to carry him to the water I took Howard to the beach once he almost burst into flames like a vampire so what's the thanks I get for turning Leonard into quality boyfriend material I have to tiptoe around his new girlfriend I think you're on oh that [Music]
xHO9LSSUCEs,2024-06-03T12:01:02Z,Penny Runs a Tight Ship 🫡 | The Big Bang Theory #shorts,and the absence of side effects means that inflamex can be taken in conjunction with other medications It's a Brand New Day such a good tagline I forgot who came up with that you did that's right I did okay I know it's late I'm working you guys really hard so I have a little treat for you we get to go home no you get to stay here and get vitamin B12 shots oh oh my God you guys are still here we're happy to be here it's a brand new day it's 12 15 it's literally a brand new day everybody go home all right fine go get out of here go on I think things are going pretty good are you aware that Dave's in the break room crying yeah I told him if he's going to be a crybaby go to the break room just really want to be prepared for this conference you're going to do great you really think so of course they're scared of you you're scared of me the system works
GcNUECybAYI,2024-06-02T17:00:09Z,Raj Decides Who He Wants To Live With | The Big Bang Theory,hello hey uh so we've been talking and if you need a place to stay we'd be happy to fix up the garage for you that would be amazing I was literally just looking at my moving boxes trying to pick one to live in I know it's not ideal but you'd have plenty of space for your furniture and there's this cool button that makes an entire wall go up and down I cannot thank you enough it is our pleasure hey hey can you on on one sec hello hey buddy are you still looking for a place to live uh yeah why do you ask you know we have the extra bedroom and if you need it it's yours oh my God that's so generous it's the least we can do I really appreciate it can you hold on one second hey so how what's the bathroom situation going to be well there's a sink out there that takes care of half your problems but I can use the downstairs bathroom right yeah we barely use it so it'll be like it's yours cool cool yeah yeah hold on one second but hey what's it like sharing a bathroom with penny is there hair everywhere does she use your loofah I don't have a loofah okay well if I move in you can't use mine hold on a second Hey Howard uh how's the Wi-Fi in the garage I don't know why are are you asking all these questions well to be honest lennard's on the other line and he offered me the spare bedroom great go live there but you made the garage sound so fun I just didn't want you to feel bad about it unless Leonard's apartment also has a raccoon that chws its way in on cold nights go there one second okay I think we're close how do you feel about a mini fridge in my room hey pal you want to live here or not oh uh hi Penny yes please [Music]
j2hmMJjY6QQ,2024-06-02T12:00:43Z,Sheldon Loves Baby Testing 👶🏼 | The Big Bang Theory #shorts,Michael you're making me look bad interact with me he grabbed my finger oh he's smiling I'm doing it that's time oh really can we do one more now I think these guys need to get some food by pushing a lever at the end of an obstacle course that we design no by opening the door to a hanger and letting the airplane fly in although Sheldon maybe it could be an experiment are you suggesting we color code their food so we can examine their diapers later sure these diapers are going to be full of data never thought I would see Sheldon enjoying himself around baby so much yeah how about that so he just happened to stumble upon a book about experimenting with them the same day we were hanging out with Howard's kids yep don't overthink it
YEA4qdadsZw,2024-06-01T17:00:29Z,Bernadette Gets Verbally Abusive Video Game Coaching | The Big Bang Theory,need a steart here oh no doctor's appointment is he okay not since I've known him which brings up an interesting question you and Stuart why I don't know my parents owned a funeral home read into that what you will what can I help you with I was hoping Stuart could show me how to play fortnite I can teach you really you good look at my skin I haven't been outside in six years so you coach me sure now let me ask you a question Howard why you got eyes what do you think okay so walk up to that chest and push x x push X which one's X the one with the X on it take it easy I'm new at this what the alphabet can't to be snarky hey do you want to play the game or do you want to crawl back up your mommy's shirt and Chow Down like a baby damn what is wrong with you sorry I thought you wanted to beat your husband I do don't suck it out [Music]
IdEt4A0tsuM,2024-06-01T12:00:24Z,Bernadette Wrote a Book About Howard 📕 | The Big Bang Theory #shorts,hi I got you a surprise oh what's the occasion I heard you tell hie that story the other night and I thought it was so sweet that steart and I turned it into a book The frightened little astronaut that looks just like you look how tiny and scared you look and the best part is Stuart showed it to a publisher friend of his and they're interested in it that is so cool absolutely not why because I don't want the whole world to know I was the frightened little astronaut maybe you should have called it the little astronaut
yA1z_hDG8Pw,2024-05-31T12:01:03Z,That Word Isn&#39;t &#39;Thank&#39; 🤬 | The Big Bang Theory #shorts,Sheldon Cooper Sheldon Cooper pass Sheldon Cooper a oatmeal raisin oh it's from Sal pearlmutter he sent me a picture oh let me see oh he arranged the cookies to spell out thank you Sheldon that word isn't thank
x87lGRSC7o8,2024-05-30T20:00:30Z,Bernadette Gets Help Inducing Labor | The Big Bang Theory,hey Bernie it's me let myself in hey what are you doing I thought you were supposed to be on bed rest that's done but I've been on stair rest for the last 45 minutes here let me help you you really want to help put on a rubber glove reach on up there and start pulling I know you're joking but I grew up on a farm I'll do it I just want this to be over you know when my yoga instructor was pregnant she told me there were tons of poses that put her right into labor I'll try but I feel like bendy poses are what got me into this mess okay we're going to start with some nice breathing exercises sorry I can't think of anything except how flat your belly is a thank you go put on some more clothes you  okay we go down and back up and back up yeah hearing you is not the problem put that phone away smile I'm telling you there's an acupressure point right above your ankle that can induce contractions all right but just a warning my feet are a little swollen oh please B that I'm sure this okay what nothing your ankles look fine and not at all like I just popped open a can of crescent rolls my mother believes that if you're not prepared mentally it can delay your body from going into labor so what are you trying to say it's my fault Raj's crazy your ankles aren't that gross hello let me guess you're here to try to get me to go into labor oh please I'm disgusted when people sneeze and that's just St coming out of their nose no I am here to sit with you and keep you company oh that's nice by playing the most complicated board game ever invented campaign from North Africa I bought it off eBay you but it smells a little like chili but all the pieces are there come on baby get out of here right now and I'll buy you a pony [Applause] [Music]
c26y5leItoo,2024-05-30T18:00:20Z,Stuart and Raj Need to Grow Up | The Big Bang Theory,you know we're both down in our luck maybe you and I should try to get a place together okay listen to me there is no reason to leave here this is great everyone's nice it's comfortable all goes according to plan this is my retirement home wouldn't you feel better about yourself if you were more independent better than I feel in their steam shower I don't think so no you see I'm doing this so I can stop being spoiled and you know grow as a person good for you this sandwich has $6 worth of ham in it don't you even feel a little bad sponging off your friends hey look I went to art college I tried to make it as a graphic artist comic book artist and you know what I got for my efforts a visible rib cage I'm not kidding you can see my heart beating well no offense but I didn't go to art school I have a PhD in astrophysics great it'll be easier for you to look up at the stars without a roof over your head [Music]
1wLYkWDKkx4,2024-05-30T16:07:45Z,Memorable Penny Moments (Season 1) | The Big Bang Theory,"oh hey Leonard good afternoon penny so hi hey uh I was wondering if you had plans for dinner uh you mean dinner tonight I was thinking 6:30 if you can go or a different time uh 6:30 is great really great yeah I like hanging out with you guys us guys you know Sheldon Howard Raj who else coming they might all be there or a subset of them might be there algebraically speaking there are too many unknowns okay whatever it sounds like fun great did we say a time 6:30 and that's still good for you it's fine cuz it's not carved in stone no 6:30 is great I'll get my chisel why to carve the okay I'll see you 6:30 how come you didn't go to work today I'm taking a sabatical because I won't cow mediocre Minds so you got canned huh theoretical physicists do not get canned but yeah maybe it's all for the best you know I always say when one door closes another one opens no it doesn't not unless the two doors are connected by relays or there are motion sensors involved no no I me or the first door closing creates a change of air pressure that acts upon the second door never mind Slow Down slow down please slow down we're fine you're not leaving yourself enough space between cars oh sure I am no no let me do the math for you this car weighs let's say £4,000 now add 140 for me 120 for you 120 oh I'm sorry did I insult you is your body mass somehow tied to yourself worth well yeah interesting anyway that gives us a total weight of let's say 4,400 lb let's say 4390 fine we're traveling forward at good Lord 51 mil an hour now let's assume that your brakes are new in the calipers are aligned still by the time we come to a stop we'll be occupying the same space as that Buick in front of us an impossibility that nature will quickly resolve into death mutilation and oh look they built a new putt putt course this is great look at me I'm in the real world of ordinary people just living their ordinary colorless work a day lives thank you no thank you thank you ordinary person hey you want to hear an interesting thing about tomatoes uh no no not really listen didn't you say you needed some eggs yes but anyone who knows anything about the Dynamics of bacterial growth knows to pick up their refrigerated Foods on the way out of the supermarket oh okay well maybe you should start heading on out then no this is fun oh the thing about tomatoes and I think you'll really enjoy this is they're shelved with the vegetables but they're technically a fruit interesting isn't it no I mean what you find enjoyable oh boy what now well there's some value to taking a multivitamin but the human body can only absorb so much what you're buying here are the ingredients for very expensive urine well maybe that's what I was going for well then you'll want some manganese that was fun maybe tomorrow we can go to one of those big warehouse stores oh I don't know Sheldon it's going to take me a while to recover from all the fun I had today are you sure there are a lot of advantages to buying in bulk I for example I noticed that you purchase your tampons one month supply at a time what what think about it it's a product that doesn't spoil and you're going to be needing them for at least the next 30 Years you want me to buy 30 years worth of tampons well 30 35 when did your mother go into menopause okay there you go Leonard one tequila sunrise thank you you know this drink is a wonderful example of how liquids with different specific gravities interact in a cylindrical container thank you okay Raj what will it be whatever you recommend uh how about a grasshopper I make a mean grasshopper okay good coming up Sheldon what are you going to have I'll have a Diet Coke okay can you please order a cocktail I need to practice mixing drinks fine I'll have a virgin cubal Libre that's um rum and Coke without the rum yes so coke yes and would you make it diet there's a can in the fridge uh cubal lib traditionally comes in a tall glass with a lime wedge and swim to Cuba bartenders are supposed to have people skills okay Raj here you go all right who's next I'd like to try a slippery nipple okay you're cut off anybody need a refill where did my life go Benny one day I'm a Carefree Bachelor and the next I'm married and driving a minivan to pee cricket matches in Suburban New Delhi are you talking to me is there another penny you I had such plans I had dreams I was going to be the Indra Gandhi of particle astrophysics but with a penis of course it's amazing ever since I was a little boy my father wanted me to be a gynecologist like him how can I be a gynecologist I can barely look a woman in the eye you know what I'm not going to let my parents control my future any longer it's time for Showdown somebody give me a computer with a webcam okay sweetie I think that's the grasshopper talking and it's about to tell my parents that I'm not riding an elephant down the aisle with Lita Gupta okay calm down no one can make you get married why don't you just meet this girl and see what happens haven't you been listening to me I cannot talk to women um Raj no no let's see how long it takes him Raj Penny you say you can't talk to women but you've been talking to me and now we'll never know right I I I am talking to you hello Penny how are you go tonight I have to [Applause] goonight what the hell is that I don't know but if cats could sing they'd hate it too will take my hey guys hi where are you going what we just had to mail some letters and throw away some chicken [Laughter] he'll never guess what has happened oh I give up I don't guess as a scientist I reach conclusions based on observation and experimentation although as I'm saying this it occurs to me you may have been employing a rhetorical device rendering my response moot what was that believe it or not personal growth what happened all right remember when I auditioned for that Workshop production of rent but I didn't get it and I couldn't figure out why I have a conclusion based on an observation no you don't no he doesn't well the girl they picked to play Mimi she dropped out and they asked me to replace her congratulations what a lucky break it's not a big deal just a one night showcase but they invite a lot of casting people and agents so you never know I think I know no you don't he doesn't it's this Friday at 8 you guys want to come no because uh Friday we are attending a symposium on molecular patronum I think that's a week from Tuesday at 6 no it's this Friday at 8 oh too bad well I got to get to rehearsal see you guys see you let's go out hang on the sensor's picking up something turn your head back you rat bastard told you the sensor would work why you deliberately stuck me with Sheldon come on I had to you see what he's like Betty Betty I'm hungry uh it's okay sweetie good news let home no here you go good luck bye wait wait but I'm hungry wait Penny take me with you hold him there a little longer look I've done my best but he wants to go home and I don't know how to stop them okay how about this you keep them there a little longer and when you get to the party I'll point out which of my friends are easy don't toy with me woman I got a hot former fat girl with no self-esteem I got a girl who punishes her father by sleeping around and an alcoholic who's two tequila shots away from letting you wear her like a hat thy will be done we going to see you Saturday uh I don't think so why not I don't celebrate my birthday shut up yeah you do well it's no big deal it's just the way I was raised my parents focused on celebrating achievements and being expelled from a birth canal was not considered one of them that's so silly it's actually based on very sound theories his mother published a paper on it well what was it called I hate my son and that's why he can't have cake it was obviously effective Leonard grew up to be an experimental physicist perhaps if she'd also denied him Christmas he'd be a little better at it thank you well I love birthdays waking up to Mom's special French toast breakfast wearing the birthday king crown playing laser tag with all my friends yeah see that's what kids should have actually that was last year so you really never had a birthday party no but it was okay I mean when I was little I'd think maybe my parents would change their mind and surprise me with a party like this one birthday I came home for My Cello lesson and I saw a lot of strange cars parked out front when I got to the door I could hear people whispering and I could smell German chocolate cake which is my favorite and uh it turns out my grandfather had died oh my God that that's terrible well it was kind of like a birthday party I got to see all my cousins and there was cake so that's the saddest thing I've ever heard you think go ahead tell her about your senior prom so would you get the birthday boy well Raj got him an awesome limited edition dark knight sculpture based on Alex Ross's definitive Batman and I got him this amazing autograph copy of the Fineman lectures on physics nice I got him a sweater okay okay well he might like that I've seen him get chilly uh Sheldon I didn't see your present that's because I didn't bring one why not don't ask the entire institution of gift giving makes no sense too late let's say that I go out and I spend $50 on you it's a laborious activity because I have to imagine what you need whereas you know what you need now I could simplify things just give you the $50 directly and then you could give me $50 on my birthday and so on until one of us dies leaving the other one old and $50 rich and I ask you is it worth it told you not to ask well Sheldon you're his friend friends give each other presents I accept your premise I reject your conclusion try telling him it's a non-optional social convention what just do it it's a non-optional social convention ah Fair enough he came with a [Music] manual I'm back I'm sorry I yelled at you it's not your fault what happened well I went over to Mike's to make up with him yeah no I know that part but he had already moved on already that was quick that's what I said to the woman who had her legs wrapped around his neck oh Penny I am so sorry how could he do that well you know you did throw an 80 gig iPod yeah no how could he do that I swear to God I am done with guys like that you know Macho with the perfect body and the hair and the money yeah that must get old quick you know just once I would like to go out with someone who is nice and honest and who actually cares about me what about me what about you what what about if you went out with me are you asking me out um yes I am asking you out wow I was just going off your comment about the nice guy no I know honest totally so but it's no big deal yes yes what yes I will go out with you really yeah why not I mean what do I have to lose yeah that's the spirit in 1935 Irwin schroen in an attempt to explain the Copenhagen interpretation of quantum physics he proposed an experiment where a cat is placed in a box with a sealed vial of poison that will break open at a random time now since no one knows when or if the poison has been released until the box is opened the cat can be thought of is both alive and dead I'm sorry I don't get the point of course you don't get it I haven't made it yet you have to be psychic to get it and there's no such thing as psychic show them what's the point just like Schrodinger's cat your potential relationship with Leonard right now can be thought of as both good and bad it is only by opening the box that you'll find out which it is okay so you're saying I should go out with Leonard no no no no no no let me start again in 1935 trou you guys mind if I start um penny that's where I sit sit next to me no I sit there what's the difference what's the difference here we go in the winter that seat is close enough to the radiator to remain warm and yet not so close as to cause perspiration in the summer it's directly in the path of a cross Breeze created by opening Windows there and there it faces the television at an angle that is neither direct thus discouraging conversation nor so far wide as to create a par Distortion I could go on but I think I've made my point do you want me to move well just sit somewhere else fine [Laughter] Sheldon sit the rest of the guys meeting us here oh yeah no it turns out that Raj and Howard had to work and Sheldon had a colonoscopy and he hasn't quite bounced back yet o my uncle just had a colonoscopy you're kidding well then that's something we haven't common how we both have people in our Lives who want to nip intestinal Pops in the butt so what's new in the world of physics nothing really nothing well with the exception of string theory not much has happened since the 1930s and you can't prove String Theory at best you can say hey look my idea has an internal logical consistency hey do you want to see something cool I can make this olive go into this glass without touching it how physics wow centrifugal force actually it's centripetal force which is an inward Force generated by the glass acting on the olive excuse me now if you were riding on the olive you'd be in a non-inertial reference frame and would are you okay yeah I'm okay did you spill ketchup no I'm not okay right you guys ready to order hang on honey Shiva and Ganesh the Hindu godic against the entire Union Army and Orcs I'll be back excuse me ganes is the remover of obstacles and Shiva is the Destroyer When the Smoke Clears Abraham Lincoln will be speaking Hindi and drinking mint julips all right my boss says you have to either order or leave and never come [Music] back this is amazing just sitting on a couch watching TV with a woman not being drunk or or high or or wondering if you're a Dude down there Leo you are a very sweet really funny guy you're going to do okay One Day at a Time Penny one day at a time how long is he going to stay here he's a homeless drug addict Leonard where is he going to go oh you have a lot to learn about lying hey guys guys some of the other waitresses wanted me to ask you something oh it's called TR it combines the physical strength of arm wrestling with the mental agility of Tetris into the ultimate sport yeah that's terrific but what they wanted me to ask you is to cut it the hell out [Music]"
pACgm9alFPQ,2024-05-30T12:00:55Z,Howard Reads &#39;The Frightened Little Astronaut&#39; 👩‍🚀 | The Big Bang Theory #shorts,once upon a time there was a little astronaut who was sitting in a rocket waiting to go to space and while all the other astronauts laughed and joked he stayed quiet because he had a secret he was scared he had another secret too he was only pretending to be scared to trick the alien [Applause] king Howie fine there was no alien there was a bossy wife though we'll get to her later
tdEgEnFfxdM,2024-05-29T17:00:38Z,Sheldon Reveals Which Friend He’d Eat First | The Big Bang Theory,what if she's correct doesn't that say something troubling about us I don't know I just think you're the kind of person who likes a contingency plan that is true did you know I figured out in which order I would eat all my friends in the event of an apocalypse you need to stop hanging out with your brain so much it's not a good influence Penny would be the entree then Leonard's basically a cheese course because I love you your dessert I want to say a but I'm gonna say ew [Music]
Vbn9aWOWouo,2024-05-29T12:00:33Z,There&#39;s Few People Sheldon Cooper Hasn&#39;t Insulted 😬 | The Big Bang Theory #shorts,hey good news they're inviting several Noel laurates to our reception how great like who uh makota Kobayashi what I may have been less than kind to him about this Nobel Prize win why I was jealous angry and new to Twitter it was a dangerous combination okay so scratch Kobayashi uh George smoot's on here we have a history Soul pearlet oh what about Kip Thorne now that was a misunderstanding I didn't know he was right behind me so you've alienated everyone we need to help us well Amy if IID known that someday we need them I would never have insulted them well that doesn't make it better oh well it's also not true
9bZBBNORzuw,2024-05-28T20:00:03Z,Sheldon Invents Empathy | The Big Bang Theory,hi hello what you doing oh taking another picture with my baby look how big he got it's fun to see this excited oh thank you that's so don't sit there sorry it's part of my organization system that's that's where those papers go okay um how about if I just slide this notebook over you know what it's fine I'll just be in the bedroom no no this is your apartment too look I'll I'll stop for the night and clean this up well that's very considerate Sheldon I know I'm trying this new technique where I imagine how I would feel in someone else's position you mean empathy Oh I thought I came up with it well regardless I I appreciate the effort thank you it's really hard
i9CpT91tXr8,2024-05-28T17:00:25Z,Sheldon and Amy Play &#39;Heads Up&#39; | The Big Bang Theory,this is an easy one you love this guy me come on he's an underappreciated genius still think it's me it's not you now think there's a car named after him of course there is the Mini Cooper cuz it's me how about this he's a poor man's Sheldon Cooper oh Tesla hey how'd it go uh not fun the doctor shoved a camera up into my sinuses yeah I watched it was like the scary boat tunnel in Willy Wonka did they figure out what's wrong yeah it's a deviated septum the surgery to corrected is simple he's going to do it next week why would you have surgery because I can't breathe I snore I get sinus infections back off he's all mine but you don't have a life-threatening condition why would you take the risk of surgery Sheldon it's a routine procedure I've heard you complain about his snoring yes for the first five or six years but I've gotten used to it it helps me sleep he's like my mucus powered white noise machine sh I'm going to get the surgery it's no big deal end of story very well now I'm done talking about it thank you I believe it was your turn in the game okay let's see oh this person is most famous for never having gotten his nose mutilated with elective surgery and never living the rest of his life in the shadows is a hideous disfigured freak I think you could give a better clue I don't I'm not even sure if that's a person or a typo [Music]
jt-nO8q3Cjc,2024-05-28T12:00:50Z,Do They Have Mexican Food In Cuba? 🇨🇺 | The Big Bang Theory #shorts,welcome what is this oh well you said you didn't have time to go out for dinner so I thought we could have one right here oh Raj oh come on we're in the telescope room it'll be like dining Under the Stars you see this uh d0 when it says 01 that means it's twinkling sometimes it takes a while rajes this is so sweet but you you know I'm working that's why I already cleaned up in here and all the other rooms in the hall well I suppose that gives me a little time they it I tried to cook you a meal from your Homeland oh really you made Cuban food that depends do they have Mexican food in Cuba
iVA7vDx7o2U,2024-05-27T20:00:11Z,Sheldon Rents His Old Room | The Big Bang Theory,thank you Sheldon what are you doing oh I was just checking in on my old room to see what you've done with it why well I could use a place to work in the evening said well just there's not a lot of space in our apartment I feel like Amy's been having and since you're not doing it's go NOP the answer is still no you can say we wouldn't know you're here but we'd know because you'd be here so who was that I can't believe you hung up on me what the hell what are you doing here I am proving you wrong I've been working back there for hours you had no idea do something what the hell what are you doing here I am trying to respect Amy okay look you have an office at work why don't you go there I can't go to the office every time I have a brilliant thought I'd basically be living there sounds good do that no now the campus isn't safe at night there's raccoons and undergraduates walking around like they own the place look I need somewhere to work in the evenings you have a space you aren't using just take a look at my proposal what is this a rental agreement I will only use the room for work I I won't sleep here I won't eat your food I won't even use your bathroom so you can just walk in any time of the day or night no he does that now at least this way we'll get paid okay I I I'm really uncomfortable with him back in that room why he hasn't made a peep all day you don't get it all the years that we lived together he drove me crazy the whole time and now he's not exactly don't look at me like that it it it means he did it on purpose it was a choice that's like finding out Godzilla could have had Arby's instead of Tokyo I don't think they have Arby's in Japan not my point Sheldon shelden I'm sorry am I being too loud no you're being perfect and you know it would you like me to be a less considerate tenant no yes what stop messing with me hello he so your contract provides for a 3-day trial period And I don't think this is working out so to put it in legal terms the party of the first part would like the party of the second part to get out what time do does the trial period end 12 noon and what does it say after that Eastern Standard Time that was 3 hours ago and uh since you didn't exercise your right to revoke I exercised my right to extend triggering this long form rental agreement of which you're already in violation this is just a a bunch of paper you can't enforce this hire a lawyer let's find out this is not happening be that as it may page nine says that you have to provide me with lemon flavored sparkling water so Chop Chop hey how'd it go well apparently he's not leaving and I have to go get him sparkling water why are you smiling I don't know just feels right [Applause] [Music]
